ticker,company,score,tier,avg_dollar_vol_20d,price,vsSMA50,vsSMA200,RSI14,ATR%,r60,vol_vs20,drawdown%,tags,reason
AMD,Advanced Micro Devices,22.1191543953317,167.13,6.05,33.52,44,3.47,42.47,-43.4,-9.38,large,10893527033.06,RS_trend_protect,below_cutoff
SIMO,Silicon Motion Technology,22.117600788563752,78.57,6.19,34.24,61,3.01,21.69,-65.97,-0.54,small,23246898.66,RS_trend_protect;pullback_protect;low_liquidity_today;stall_risk,below_cutoff
NET,Cloudflare,22.106339594717188,205.24,5.38,42.06,44,3.3,18.93,-12.45,-4.77,large,570048984.26,,below_cutoff
LUN.TO,Lundin Mining,22.065956106698085,15.8,8.63,22.27,53,2.33,17.44,-49.19,-0.75,small,33241383.4,pullback_protect;setup_protect,below_cutoff
JBGS,JBG SMITH Properties,22.009296393949946,21.28,12.53,30.77,65,2.43,23.16,20.9,-0.06,small,25505357.62,RS_trend_protect;breakout_protect,below_cutoff
HAS,Hasbro,21.994498000188635,81.56,7.42,27.69,74,1.6,25.27,-42.53,-0.35,small,144927222.06,RS_trend_protect,below_cutoff
BROS,Dutch Bros,21.94594129776025,73.21,12.98,16.83,55,3.88,3.4,-23.84,-14.24,large,315980212.85,breakout_protect;stall_risk,below_cutoff
HG,Hamilton Insurance Group,21.937402300832826,24.26,10.81,20.78,66,2.74,10.17,48.48,-0.57,small,12947076.92,pullback_protect,below_cutoff
CTGO,Contango ORE,21.90104063414956,21.08,3.71,41.85,59,5.58,1.64,-42.49,-11.28,small,1726557.39,stall_risk;setup_protect,below_cutoff
ARLO,Arlo Technologies,21.89377905798112,17.58,5.35,35.1,59,5.27,19.92,-27.66,-3.09,small,31333009.66,pullback_protect;stall_risk;setup_protect,below_cutoff
BWXT,BWX Technologies,21.87972478762341,165.6,8.42,34.64,25,2.69,29.21,-29.97,-8.88,large,235137104.67,RS_trend_protect,below_cutoff
TAYD,Taylor Devices,21.877741910019928,48.02,7.78,24.95,59,5.88,28.19,-36.49,-24.62,small,551989.91,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
III.TO,Imperial Metals,21.87564295479524,4.65,1.67,45.74,66,3.39,-3.53,-28.52,-15.3,small,312247.51,stall_risk,below_cutoff
AES,AES,21.86292504609814,13.36,7.55,15.41,60,2.83,31.85,-17.05,-30.08,small,117815824.97,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
GTX,Garrett Motion,21.831790797428816,13.17,10.6,32.14,68,2.26,29.88,-32.2,-1.27,small,50420028.29,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
TFPM.TO,Triple Flag Precious Metals,21.82040667423872,36.32,7.96,30.52,48,2.65,10.73,-11.72,-2.02,small,5294911.16,pullback_protect;setup_protect,below_cutoff
SEA.TO,Seabridge Gold,21.79953742490623,22.91,5.84,23.08,49,2.97,28.06,4.21,-19.3,small,2158923.84,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
ALK,Alaska Air,21.798201524677165,61.84,16.84,9.49,72,3.02,21.85,10.32,-19.27,small,130211231.92,RS_trend_protect;breakout_protect,below_cutoff
AYI,Acuity,21.75932697415192,333.85,9.58,14.04,71,2.18,26.41,17.64,-0.77,small,82153809.5,RS_trend_protect;breakout_protect,below_cutoff
SATS,EchoStar,21.75567138810198,58.76,98.87,129.77,96,2.71,263.84,254.81,0.0,large,326592183.87,RS_trend_protect;pump_risk;overheat_L3,below_cutoff_pump_risk
STG,Sunlands Technology,21.750059949609824,9.24,5.07,39.16,49,7.59,47.79,-92.61,-33.76,small,125063.4,RS_trend_protect;low_liquidity_today,below_cutoff
BEN,Franklin Resources,21.718960370574443,25.64,4.64,21.79,60,1.61,21.58,-14.61,-1.5,small,103360221.94,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
NCLH,Norwegian Cruise Line,21.70944420555022,24.88,8.79,10.21,53,2.53,36.11,-35.85,-14.41,large,363014240.16,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
KEC.TO,Kiwetinohk Energy,21.705281917528822,23.61,5.74,32.8,60,1.85,34.15,-97.67,-1.38,small,405619.81,RS_trend_protect;pullback_protect;low_liquidity_today;stall_risk,below_cutoff
NEXT,NextDecade,21.68089470105556,10.61,4.28,28.05,53,4.46,29.08,58.9,-11.58,small,27127116.62,RS_trend_protect;pullback_protect,below_cutoff
CVM,CEL-SCI,21.65024794196317,13.04,118.32,33.33,78,8.24,443.33,54.82,-66.04,small,3704337.99,RS_trend_protect;breakout_protect;overheat_L1;probe_ok_L1,below_cutoff
AGI.TO,Alamos Gold,21.64272305907228,41.02,13.26,22.47,80,2.56,11.06,1.83,-2.5,small,44085630.19,breakout_protect,below_cutoff
MG.TO,Magna International,21.557570406127837,63.88,12.12,18.58,85,1.85,29.44,-1.79,-0.47,small,56567976.75,RS_trend_protect,below_cutoff
NKRKY,Nokian Renkaat,21.54194951680288,4.74,14.27,28.08,68,0.21,31.3,10.28,-1.86,small,9456.3,RS_trend_protect;stall_risk,below_cutoff
CAT,Caterpillar,21.531200185022165,432.67,5.9,18.63,62,1.95,24.29,-41.57,-1.22,large,1459333218.14,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
BTSG,BrightSpring Health Services,21.529065938460725,23.93,10.45,18.65,80,2.82,1.18,-38.69,-3.78,small,60516697.42,,below_cutoff
IDCC,InterDigital,21.51802967733915,269.68,11.22,27.84,54,2.27,22.1,-25.88,-2.33,small,72295812.44,RS_trend_protect;pullback_protect,below_cutoff
CIGI.TO,Colliers International Group,21.512463080014708,229.53,15.56,22.0,71,1.96,37.49,-24.99,-1.93,small,16554851.16,RS_trend_protect,below_cutoff
BK,Bank of New York Mellon,21.484279915825248,105.03,7.71,22.53,62,1.67,18.22,-26.39,0.0,large,340215797.8,breakout_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
PBPB,Potbelly Corp,21.455805712499107,13.06,6.05,21.66,51,3.16,23.56,12.13,-1.8,small,3468670.81,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
IMO.TO,Imperial Oil,21.42563523661125,123.85,8.74,22.27,73,1.5,23.55,3.76,0.0,small,99247815.53,RS_trend_protect;breakout_protect,below_cutoff
QRVO,Qorvo,21.34536026193063,91.91,5.75,20.84,67,1.98,15.96,4.64,-20.69,small,143427858.46,pullback_protect,below_cutoff
MRP,Millrose Properties,21.317896280153413,35.39,16.31,nan,85,1.93,30.28,-37.92,0.0,small,35698069.33,RS_trend_protect;breakout_protect,below_cutoff
KLG,WK Kellogg Co,21.299828871597832,23.02,9.19,22.65,31,0.36,42.1,-10.07,-2.13,small,19285811.08,RS_trend_protect,below_cutoff
HE,Hawaiian Electric Industries,21.298065866825773,12.61,14.73,20.89,81,2.46,17.3,8.62,0.0,small,24909730.27,breakout_protect,below_cutoff
GNW,Genworth Financial,21.28607134428104,8.67,9.43,19.58,70,1.85,22.63,-31.22,-0.12,small,46674641.96,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
AMX,America Movil,21.23406669937387,19.91,10.02,26.34,73,1.53,18.78,57.72,-1.09,small,40958851.69,,below_cutoff
SN,SharkNinja,21.20748871126705,120.29,8.56,21.17,62,2.24,30.3,-28.87,-0.58,small,190597702.1,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
MXL,MaxLinear,21.20247770038369,16.74,10.43,11.48,61,4.2,38.92,-7.57,-32.83,small,25790982.85,RS_trend_protect;pullback_protect,below_cutoff
GHC,Graham Holdings,21.18881183339976,1094.19,13.04,16.69,87,1.91,13.59,-29.02,-0.16,small,47941932.28,,below_cutoff
LECO,Lincoln Electric,21.17653625012126,247.76,9.32,22.29,59,1.72,27.8,-28.32,0.0,small,83615281.75,RS_trend_protect;breakout_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
KNOP,KNOT Offshore Partners,21.115173963811007,7.54,8.21,20.84,64,2.96,18.44,-2.54,-0.15,small,338093.6,breakout_protect;pullback_protect,below_cutoff
MUX,McEwen,21.07786607572297,10.98,4.16,27.25,53,4.47,22.14,-35.78,-5.75,small,11475472.02,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
UBER,Uber Technologies,21.052471712051823,95.33,4.1,21.59,57,2.81,15.51,-37.94,-2.21,large,1743149122.08,pullback_protect;stall_risk;setup_protect,below_cutoff
BCS,Barclays,21.00675266370847,20.13,5.52,26.95,62,1.3,12.81,-25.74,-2.04,large,231995522.78,pullback_protect;stall_risk;setup_protect,below_cutoff
LYG,Lloyds Banking Group,20.997181859940206,4.49,5.49,27.51,63,1.18,8.55,-1.97,-2.39,small,41904202.51,pullback_protect;stall_risk,below_cutoff
TNK,Teekay Tankers,20.97972707617438,48.18,8.5,17.32,62,3.13,9.52,4.68,-18.87,small,30731854.09,breakout_protect;pullback_protect;setup_protect,below_cutoff
ATZ.TO,Aritzia,20.974203643234166,79.86,8.8,30.08,68,2.69,17.25,81.97,0.0,small,37337744.69,breakout_protect;pullback_protect,below_cutoff
OSW,OneSpaWorld Holdings,20.940149240692953,22.92,6.98,17.43,62,2.54,19.81,36.64,-0.17,small,11279672.75,pullback_protect;setup_protect,below_cutoff
STT,State Street,20.922659115715877,114.88,5.37,18.44,66,1.69,19.27,8.57,-0.81,small,182477110.84,pullback_protect,below_cutoff
FGEN,FibroGen,20.902649199157445,10.48,38.54,12.47,68,7.88,39.27,-72.08,-45.7,small,728307.57,RS_trend_protect;low_liquidity_today;stall_risk,below_cutoff
OSCR,Oscar Health,20.80353423319729,17.02,5.5,13.51,64,5.67,19.44,-30.13,-26.86,large,325119282.54,pullback_protect;stall_risk,below_cutoff
ROKU,Roku,20.803461986257545,96.18,9.13,23.2,76,3.01,31.81,-54.03,-2.92,large,452079183.53,RS_trend_protect;breakout_protect,below_cutoff
PNGAY,Ping An Insurance,20.798451222019487,14.28,4.73,19.46,58,1.38,22.89,16.7,-6.17,small,1758439.17,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
APLS,Apellis Pharmaceuticals,20.792350922615576,28.22,30.87,15.15,74,3.71,49.95,-15.65,-31.25,small,77008427.33,RS_trend_protect;breakout_protect,below_cutoff
ITUB,Itau Unibanco Holding,20.774366483438207,6.96,5.2,23.1,55,1.93,6.67,25.82,-1.97,large,212552937.56,pullback_protect;setup_protect,below_cutoff
LEVI,Levi Strauss & Co,20.76010448449979,22.16,10.76,26.4,79,2.18,30.76,-26.94,0.0,small,45012499.69,RS_trend_protect;breakout_protect,below_cutoff
GXO,GXO Logistics,20.752860711940226,53.35,5.41,18.06,60,2.73,29.52,-52.24,-15.33,small,64906675.14,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
KITS.TO,KITS Eyecare,20.74475347872367,16.75,5.61,44.51,52,3.06,17.21,-88.5,-2.22,small,728457.5,pullback_protect;low_liquidity_today,below_cutoff
LYFT,Lyft,20.73221247167703,16.25,7.74,13.82,67,4.39,5.86,-10.47,-12.59,large,359771181.25,pullback_protect,below_cutoff
ING,ING Groep,20.60245363148988,24.04,3.95,27.41,52,1.01,14.04,-19.83,-3.69,small,62798973.19,pullback_protect;setup_protect,below_cutoff
CX,Cemex,20.590789736797845,8.93,12.9,38.15,67,2.02,31.36,-27.85,-0.45,small,112385839.84,RS_trend_protect;stall_risk,below_cutoff
MUFG,Mitsubishi UFJ Financial Group,20.56355078006596,15.28,7.55,18.68,63,1.01,10.01,0.32,-3.9,small,54950011.44,pullback_protect,below_cutoff
CMA,Comerica,20.49844320348872,71.05,9.95,16.13,69,2.17,24.1,28.96,0.0,small,124468237.35,RS_trend_protect;breakout_protect;pullback_protect,below_cutoff
FIVE,Five Below,20.490381520110653,144.41,7.21,40.53,69,2.82,18.17,141.13,0.0,small,163529166.1,breakout_protect;pullback_protect,below_cutoff
IMP.TO,Intermap Technologies,20.48890235970845,3.02,9.31,32.58,44,6.01,27.97,-51.7,-10.39,small,255114.5,RS_trend_protect,below_cutoff
CMC,Commercial Metals,20.48675697342132,57.01,7.84,13.08,62,2.79,17.05,38.04,-8.97,small,52788407.95,pullback_protect;setup_protect,below_cutoff
BA,Boeing,20.479901530073466,235.62,5.74,26.28,59,2.2,10.4,-24.66,-0.33,large,1484606246.23,breakout_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
TLK,Telkom Indonesia,20.478819064438184,19.53,10.16,25.22,67,1.64,23.89,-42.13,-4.22,small,17674748.27,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
VNT,Vontier,20.459223518914293,43.47,9.85,18.09,69,1.86,19.57,1.85,-0.55,small,50940972.98,pullback_protect,below_cutoff
ACMR,ACM Research,20.415811125841536,28.58,3.08,25.87,68,4.74,22.4,4.76,-10.85,small,46976945.87,RS_trend_protect;pullback_protect,below_cutoff
WRBY,Warby Parker,20.413871883350144,26.53,11.44,19.77,68,3.79,27.61,-23.32,-6.65,small,49178529.62,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
TRTX,TPG RE Finance Trust,20.394058009163555,9.25,9.78,16.24,60,1.73,24.0,-29.62,-0.54,small,5041481.25,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
ORGO,Organogenesis,20.377816923662188,4.84,10.83,21.79,58,6.43,72.24,-24.77,-22.06,small,3443369.71,RS_trend_protect;stall_risk,below_cutoff
MQ,Marqeta,20.365707741815868,6.28,5.94,36.55,32,2.97,17.29,-48.59,-8.13,small,32042534.99,,below_cutoff
FN.TO,First National Financial,20.358659631819723,48.23,8.41,19.62,53,0.35,26.35,-49.57,-0.35,small,4456451.96,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
MC,Moelis & Co,20.349502088832086,72.51,6.57,10.57,59,2.5,27.49,-13.96,-7.98,small,48363446.32,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
ACOPY,a2 Milk,20.329410026633774,5.8,15.19,28.61,82,1.06,9.43,-100.0,0.0,small,7337.0,breakout_protect;low_liquidity_today,below_cutoff
MTCH,Match Group,20.322016658038514,37.44,10.13,17.57,58,2.64,23.7,-54.52,-3.36,small,184887324.42,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
GRC,Gorman-Rupp,20.252863564213083,43.05,9.64,13.62,61,2.14,16.24,-8.73,-0.87,small,3146093.94,pullback_protect;stall_risk;setup_protect,below_cutoff
TSLA,Tesla,20.252314711983445,349.6,8.25,6.03,67,3.35,1.55,-15.39,-27.15,large,26901758925.67,,below_cutoff
ASCCY,Asics,20.252105667203534,27.48,8.71,23.08,66,1.51,12.68,-63.04,-4.66,small,423695.33,pullback_protect;low_liquidity_today;stall_risk,below_cutoff
NUE,Nucor,20.177408793817175,150.33,7.96,16.56,72,2.31,23.42,-29.1,-9.16,large,199892300.13,RS_trend_protect;breakout_protect,below_cutoff
NKE,Nike,20.15624459341987,78.06,6.57,11.66,67,2.14,25.16,37.33,-11.25,large,718194910.54,RS_trend_protect;pullback_protect,below_cutoff
BAP,Credicorp,20.11437206220646,252.33,7.55,29.01,61,2.02,16.33,-44.25,-1.05,small,94501370.64,pullback_protect;stall_risk;setup_protect,below_cutoff
SGY.TO,Surge Energy,20.108425768154536,7.15,5.19,26.44,43,2.09,30.95,-51.46,-5.88,small,3273055.54,RS_trend_protect,below_cutoff
NAT,Nordic American Tankers,20.075835641428576,3.06,9.58,17.47,61,2.43,16.73,-34.87,-14.24,small,5204799.8,breakout_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
SHLE.TO,Source Energy Services,20.0678857341224,14.57,7.22,12.57,65,3.26,25.06,-18.02,-19.41,small,565170.29,RS_trend_protect;pullback_protect,below_cutoff
ABEO,Abeona Therapeutics,20.061994084301396,6.9,8.41,18.48,64,4.39,10.05,-17.05,-4.56,small,4964446.57,pullback_protect,below_cutoff
APA,APA,20.025722939871496,22.59,15.78,15.06,85,3.04,25.33,-25.64,-19.03,small,168140533.74,RS_trend_protect;breakout_protect,below_cutoff
FSUGY,Fortescue,20.018446650511596,24.95,9.3,13.96,58,2.26,27.75,-26.31,-8.45,small,1191736.79,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
PBF,PBF Energy,20.000710970388816,26.36,11.53,13.63,71,4.78,36.53,-4.54,-18.97,small,101080849.14,RS_trend_protect;breakout_protect,below_cutoff
TATT.TA,TAT Technologies,19.966149312721424,12480.0,12.3,23.16,46,5.05,30.85,-82.1,-7.14,large,722150832.0,RS_trend_protect;low_liquidity_today,below_cutoff
AVGO,Broadcom,19.96026488447029,300.25,5.31,33.43,46,2.89,17.17,-23.11,-4.02,large,5389007100.0,pullback_protect;setup_protect,below_cutoff
CVO.TO,Coveo Solutions,19.951603379114122,8.77,6.34,27.19,47,2.83,21.81,-58.72,-3.41,small,1497740.68,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
AN,AutoNation,19.950649724840062,222.08,9.09,21.12,84,1.92,19.82,-2.22,0.0,small,84784592.7,breakout_protect,below_cutoff
ATS.VI,AT&S Austria Technologie & Systemtechnik,19.944362620428315,20.45,4.71,33.99,58,3.97,9.12,-37.06,-8.3,small,3878892.75,pullback_protect;stall_risk;setup_protect,below_cutoff
CCO.TO,Cameco,19.94142244486153,103.8,1.19,31.38,48,3.31,26.8,-40.96,-4.86,small,141639256.16,RS_trend_protect;pullback_protect;setup_protect,below_cutoff
SVRA,Savara,19.925953675629938,3.29,29.52,16.26,81,6.2,37.08,-21.6,-29.09,small,4567770.15,RS_trend_protect;overheat_L1;probe_ok_L1,below_cutoff
ROK,Rockwell Automation,19.888218201486033,349.2,2.33,18.76,65,2.01,10.71,10.03,-2.23,large,387825025.56,pullback_protect,below_cutoff
SYF,Synchrony Financial,19.882182096719323,75.76,9.1,21.94,83,1.97,28.92,-8.3,0.0,large,245138154.11,RS_trend_protect;breakout_protect,below_cutoff
UUU,Universal Safety Products,19.867368690306574,3.4,3.7,38.96,52,10.44,19.72,-42.14,-7.36,small,149838.0,pullback_protect,below_cutoff
EBR,Centrais Eletricas Brasileiras,19.84985900458308,8.01,8.43,18.97,53,1.94,8.24,-26.64,-5.09,small,11390901.18,pullback_protect;setup_protect,below_cutoff
COUR,Coursera,19.778939014410867,11.3,11.02,32.09,35,2.9,24.45,-23.69,-11.02,small,33160246.06,RS_trend_protect,below_cutoff
AXSM,Axsome Therapeutics,19.721478445382026,121.86,13.52,14.29,85,2.77,10.67,71.55,-11.54,small,73996438.87,breakout_protect,below_cutoff
UGP,Ultrapar Participacoes,19.70557599080524,3.44,9.45,15.75,60,2.68,16.61,-30.72,-18.52,small,5147770.89,breakout_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
SKE.TO,Skeena Resources,19.678943702194182,21.71,1.87,31.8,50,3.43,10.26,-3.59,-4.95,small,6509743.23,pullback_protect;setup_protect,below_cutoff
TIH.TO,Toromont Industries,19.650458341037623,144.39,9.0,20.75,65,1.16,22.35,-44.54,-0.22,small,22077952.86,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
ELF,elf Beauty,19.649347569425633,124.9,5.88,24.41,70,4.4,8.82,-20.47,-19.98,large,311964607.31,breakout_protect;pullback_protect;stall_risk,below_cutoff
NWG,NatWest,19.615472049538564,14.82,6.69,24.65,65,1.25,4.16,36.61,-3.7,small,46777772.94,,below_cutoff
PDD,PDD Holdings,19.60746454283123,122.22,9.44,11.54,64,3.49,24.3,17.79,-20.78,large,1083093484.52,RS_trend_protect;pullback_protect,below_cutoff
AEG,Aegon,19.569404475687612,7.81,8.12,20.41,71,1.0,11.83,-39.05,-2.74,small,38342062.27,,below_cutoff
BLX,Banco Latinoamericano de Comercio Exterior,19.54510596842738,45.72,7.44,19.48,66,2.17,10.33,-26.13,-3.03,small,5755690.95,pullback_protect;stall_risk,below_cutoff
ANIP,ANI Pharmaceuticals,19.535988437669253,91.88,27.2,44.15,89,3.44,49.01,-67.22,-0.01,small,67743121.97,RS_trend_protect;low_liquidity_today;overheat_L1;probe_ok_L1,below_cutoff
IONS,Ionis Pharmaceuticals,19.531821501652157,42.75,2.75,20.86,59,3.0,22.99,-9.5,-14.33,small,92108936.25,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
JHG,Janus Henderson,19.529588428161144,44.67,8.41,13.42,69,1.83,24.09,-13.62,0.0,small,52621034.49,RS_trend_protect;breakout_protect;pullback_protect,below_cutoff
SNX,TD Synnex,19.518538822149463,149.15,4.93,16.87,59,2.04,21.68,3.75,-2.88,small,82069038.39,RS_trend_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
MKSI,MKS,19.484324160487812,105.68,5.38,9.67,65,3.02,22.94,-32.09,-13.27,small,116597801.14,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
CENX,Century Aluminum,19.47342439245734,22.7,9.76,17.27,51,4.39,16.89,-13.43,-5.18,small,33070836.61,pullback_protect;setup_protect,below_cutoff
BOOT,Boot Barn,19.459611779445623,177.04,5.99,24.28,59,2.98,9.56,-37.67,-0.91,small,111568833.37,breakout_protect;pullback_protect;stall_risk;setup_protect,below_cutoff
NHYDY,Norsk Hydro,19.457094394210877,6.53,7.51,14.27,68,1.63,19.16,-1.18,-0.76,small,594034.12,pullback_protect,below_cutoff
FSLR,First Solar,19.437388747265487,191.23,8.15,15.62,53,5.0,19.99,-44.12,-25.23,large,693135110.96,pullback_protect;setup_protect,below_cutoff
NTRS,Northern Trust,19.43134420858894,131.57,4.31,21.28,70,1.71,23.78,-36.5,-0.37,small,136930827.27,RS_trend_protect;pullback_protect;stall_risk,below_cutoff
BGSF,BGSF,19.425566750386825,6.23,0.45,23.12,54,4.93,42.89,-45.93,-30.55,small,176277.85,RS_trend_protect;setup_protect,below_cutoff
ENVA,Enova International,19.39539839969781,119.78,9.73,17.54,85,2.16,27.44,13.45,0.0,small,31113453.58,RS_trend_protect;breakout_protect,below_cutoff
NMR,Nomura Holdings,19.386995230707,7.22,7.49,18.2,62,1.14,17.59,-37.56,-2.7,small,3331199.6,pullback_protect;stall_risk;setup_protect,below_cutoff
INSG,Inseego,19.386798393809542,12.37,51.29,28.29,85,6.98,66.04,103.14,-37.65,small,4129167.81,RS_trend_protect;breakout_protect;overheat_L2;probe_ok_L2,below_cutoff
AGM,Federal Agricultural Mortgage,19.375369173720138,207.09,11.09,8.98,98,2.22,11.07,-38.99,-2.13,small,14731346.89,,below_cutoff
MSM,MSC Industrial Direct,19.366401676939592,91.71,5.53,13.9,67,1.8,13.63,4.52,0.0,small,34657667.2,breakout_protect;pullback_protect,below_cutoff
ASND,Ascendis Pharma,19.356774795816378,193.01,7.61,24.72,53,4.01,10.67,-31.93,-2.68,small,107345403.59,pullback_protect;setup_protect,below_cutoff
WS,Worthington Steel,19.34745066483614,33.32,8.04,9.92,72,2.71,27.44,7.06,-27.21,small,6542048.74,RS_trend_protect,below_cutoff
LEU,Centrus Energy,19.33990617811056,198.29,-1.76,72.6,36,7.15,50.85,-15.59,-20.47,large,326592541.99,RS_trend_protect,below_cutoff
ORLY,O'Reilly Automotive,19.320984471636212,104.05,8.0,16.12,53,1.39,13.75,-30.64,-0.37,large,470824703.06,pullback_protect;setup_protect,below_cutoff
